Mass,Relative%,Description
269.191274,0.26%,"decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and 6-hydroxyoctanoic acid(add NH4+); decarboxylation C-N coupling product of 6-hydroxyoctanoic acid and 4-aminobenzoic acid(add NH4+), with the error of 0.0043. decarboxylation C-N coupling product of itaconic acid and glutamine(add K+); decarboxylation coupling (RCOOR') product of glutamine and itaconic acid(add K+), with the error of 0.0033.decarboxylation C-N coupling product of phenylalanine and leucine(add H3O+); decarboxylation C-N coupling product of leucine and phenylalanine(add H3O+); decarboxylation coupling (RCOOR') product of leucine and phenylalanine(add H3O+), with the error of 0.0003.decarboxylation C-N coupling product of lysine and lysine(add Na+); decarboxylation coupling (RCOOR') product of lysine and lysine(add Na+), with the error of 0.0047."
240.092913,0.34%,"decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and itaconic acid(add H3O+); decarboxylation C-N coupling product of itaconic acid and 4-aminobenzoic acid(add H3O+), with the error of 0.0009. decarboxylation coupling (RCOOR') product of cysteine and phenylalanine(self); decarboxylation C-N coupling product of cysteine and phenylalanine(self); decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and methionine(self); decarboxylation C-N coupling product of 4-aminobenzoic acid and methionine(self); decarboxylation C-N coupling product of phenylalanine and cysteine(self); decarboxylation C-N coupling product of methionine and 4-aminobenzoic acid(self), with the error of 0.0001.decarboxylation coupling (RCOOR') product of asparagine and hydroxyproline(add Na+); reductive amination product of methionine and pyruvic acid(add H3O+); decarboxylation C-N coupling product of hydroxyproline and asparagine(add Na+), with the error of 0.0021."
218.043087,0.77%,"decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and malonic acid(add Na+); decarboxylation C-N coupling product of malonic acid and 4-aminobenzoic acid(add Na+); decarboxylation coupling (RCOOR') product of itaconic acid and malic acid(self), with the error of 0.0001. decarboxylation C-N coupling product of malonic acid and o-phosphorylethanolamine(add H3O+), with the error of 0.0039."
218.047219,0.02%,"decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and malonic acid(add Na+); decarboxylation C-N coupling product of malonic acid and 4-aminobenzoic acid(add Na+); decarboxylation coupling (RCOOR') product of itaconic acid and malic acid(self), with the error of 0.0042. decarboxylation C-N coupling product of malonic acid and o-phosphorylethanolamine(add H3O+), with the error of 0.0002."
207.11728,0.03%,"decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and proline(add H+); decarboxylation C-N coupling product of proline and 4-aminobenzoic acid(add H+), with the error of 0.0043. adduct of serotonin with CH3O radical(self), with the error of 0.0033.decarboxylation coupling (R-R') product of glyoxylic acid and tryptophan(add H3O+); decarboxylation C-N coupling product of leucine and cysteine(add H+); decarboxylation C-N coupling product of cysteine and leucine(add H+); decarboxylation coupling (R-R') product of itaconic acid and methionine(add NH4+); decarboxylation coupling (RCOOR') product of cysteine and leucine(add H+), with the error of 0.0003.decarboxylation coupling (R-R') product of n-acetyl cysteine and proline(add H3O+), with the error of 0.0027.decarboxylation coupling (R-R') product of histidine and threonine(add Na+), with the error of 0.0037.decarboxylation C-N coupling product of threonine and histamine(add Na+), with the error of 0.0047."
189.074613,0.15%,"decarboxylation coupling (RCOOR') product of 4-pentenoic acid and malic acid(add H+), with the error of 0.0014. tryptophan de-NH2 product(add H+), with the error of 0.0044."
211.058021,0.52%,"decarboxylation coupling (RCOOR') product of 4-pentenoic acid and malic acid(add Na+), with the error of 0.0. decarboxylation C-N coupling product of alpha-ketoglutaric acid and cytosine(self), with the error of 0.001.tryptophan de-NH2 product(add Na+), with the error of 0.003.decarboxylation C-N coupling product of asparagine and taurine(self), with the error of 0.004.adduct of n-acetyl cysteine with NO radical(add NH4+), with the error of 0.005."
211.062612,0.02%,"decarboxylation coupling (RCOOR') product of 4-pentenoic acid and malic acid(add Na+), with the error of 0.0046. decarboxylation C-N coupling product of alpha-ketoglutaric acid and cytosine(self), with the error of 0.0036.tryptophan de-NH2 product(add Na+), with the error of 0.0016.decarboxylation C-N coupling product of asparagine and taurine(self), with the error of 0.0006.adduct of n-acetyl cysteine with NO radical(add NH4+), with the error of 0.0004.adduct of serotonin with Cl radical(self), with the error of 0.0014."
237.164564,0.04%,"decarboxylation coupling (RCOOR') product of 4-pentenoic acid and phenylalanine(add NH4+); decarboxylation C-N coupling product of 4-pentenoic acid and phenylalanine(add NH4+); decarboxylation coupling (RCOOR') product of ornithine and asparagine(add H3O+); decarboxylation C-N coupling product of asparagine and ornithine(add H3O+); decarboxylation C-N coupling product of valine and phenylalanine(add H+); decarboxylation coupling (RCOOR') product of phenylalanine and valine(add H+); decarboxylation C-N coupling product of phenylalanine and valine(add H+); decarboxylation C-N coupling product of ornithine and asparagine(add H3O+), with the error of 0.0046. decarboxylation coupling (RCOOR') product of 3-hydroxypropionic acid and arginine(add H3O+); decarboxylation coupling (R-R') product of arginine and malic acid(add H3O+); decarboxylation C-N coupling product of 3-hydroxypropionic acid and arginine(add H3O+), with the error of 0.0036.reductive amination product of serotonin and acetone(add H3O+); decarboxylation C-N coupling product of threonine and taurine(add K+), with the error of 0.0004."
212.201214,0.02%,"decarboxylation coupling (RCOOR') product of 4-pentenoic acid and threonine(add K+); decarboxylation C-N coupling product of 4-pentenoic acid and threonine(add K+), with the error of 0.0008. decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and valine(add K+); decarboxylation coupling (R-R') product of oxaloacetic acid and leucine(add K+); decarboxylation C-N coupling product of pyruvic acid and leucine(add K+); decarboxylation coupling (RCOOR') product of pyruvic acid and leucine(add K+); decarboxylation C-N coupling product of alpha-ketobutyric acid and valine(add K+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and valine(add K+), with the error of 0.0018."
414.366455,0.02%,"decarboxylation coupling (RCOOR') product of 6-hydroxyoctanoic acid and 12-hydroxystearic acid(self), with the error of 0.0035. "
311.202292,0.09%,"decarboxylation coupling (RCOOR') product of 6-hydroxyoctanoic acid and arginine(add Na+); decarboxylation C-N coupling product of 6-hydroxyoctanoic acid and arginine(add Na+), with the error of 0.0037. "
236.134358,0.06%,"decarboxylation coupling (RCOOR') product of 6-hydroxyoctanoic acid and cysteine(add H+); decarboxylation C-N coupling product of 6-hydroxyoctanoic acid and cysteine(add H+), with the error of 0.0024. reductive amination product of taurine and pyruvic acid(add K+), with the error of 0.0004.decarboxylation coupling (RCOOR') product of asparagine and asparagine(add NH4+); decarboxylation C-N coupling product of asparagine and asparagine(add NH4+), with the error of 0.0006.decarboxylation C-N coupling product of leucine and guanine(self), with the error of 0.0036."
248.148119,0.04%,"decarboxylation coupling (RCOOR') product of 6-hydroxyoctanoic acid and fumaric acid(add NH4+), with the error of 0.0019. decarboxylation C-N coupling product of phenylalanine and cytosine(add NH4+), with the error of 0.0029.decarboxylation C-N coupling product of malonic acid and guanine(add K+), with the error of 0.0039."
236.152211,0.01%,"decarboxylation coupling (RCOOR') product of 6-hydroxyoctanoic acid and malonic acid(add NH4+), with the error of 0.0022. decarboxylation C-N coupling product of tryptophan and urea(add NH4+), with the error of 0.0012.decarboxylation C-N coupling product of phenylalanine and valine(self); decarboxylation C-N coupling product of valine and phenylalanine(self); decarboxylation coupling (RCOOR') product of phenylalanine and valine(self), with the error of 0.0002.reductive amination product of leucine and alpha-ketobutyric acid(add H3O+), with the error of 0.0028."
230.175414,0.08%,"decarboxylation coupling (RCOOR') product of 6-hydroxyoctanoic acid and proline(add H+), with the error of 0.0004. reductive amination product of threonine and pyruvic acid(add K+), with the error of 0.0016.reductive amination product of serine and alpha-ketobutyric acid(add K+); decarboxylation C-N coupling product of alpha-ketobutyric acid and adenine(add K+), with the error of 0.0026."
272.264983,0.02%,"decarboxylation coupling (RCOOR') product of 6-hydroxyoctanoic acid and threonine(add K+); decarboxylation C-N coupling product of 6-hydroxyoctanoic acid and threonine(add K+), with the error of 0.005. decarboxylation coupling (R-R') product of arginine and methionine(add K+), with the error of 0.0."
313.216516,0.02%,"decarboxylation coupling (RCOOR') product of 6-hydroxyoctanoic acid and tyrosine(add NH4+); decarboxylation C-N coupling product of 6-hydroxyoctanoic acid and tyrosine(add NH4+), with the error of 0.0035. "
357.300486,0.06%,"decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and 12-hydroxystearic acid(add H+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and 12-hydroxystearic acid(add H+), with the error of 0.0005. decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and oleic acid(add H3O+); decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and elaidic acid(add H3O+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and elaidic acid(add H3O+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and oleic acid(add H3O+), with the error of 0.0045."
225.087189,0.03%,"decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and glutamine(add Na+); decarboxylation C-N coupling product of alpha-ketobutyric acid and glutamine(add Na+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and glutamine(add Na+); decarboxylation C-N coupling product of fumaric acid and ornithine(add Na+); decarboxylation coupling (RCOOR') product of ornithine and fumaric acid(add Na+), with the error of 0.0022. adduct of ascorbic acid with CH3O radical(add NH4+), with the error of 0.0012.thymidine de-OH product(self), with the error of 0.0002.decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and fumaric acid(add NH4+); decarboxylation C-N coupling product of fumaric acid and 4-aminobenzoic acid(add NH4+), with the error of 0.0008.decarboxylation coupling (R-R') product of malic acid and n-acetyl cysteine(add NH4+); decarboxylation coupling (RCOOR') product of malonic acid and methionine(add NH4+); decarboxylation coupling (RCOOR') product of 3-hydroxypropionic acid and n-acetyl cysteine(add NH4+); decarboxylation C-N coupling product of malonic acid and methionine(add NH4+), with the error of 0.0038.reductive amination product of cysteine and alpha-ketobutyric acid(add NH4+), with the error of 0.0048."
223.116002,0.01%,"decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and methionine(add NH4+); decarboxylation C-N coupling product of alpha-ketobutyric acid and methionine(add NH4+); decarboxylation C-N coupling product of glyoxylic acid and serotonin(add H3O+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and methionine(add NH4+), with the error of 0.004. tryptophan(add H3O+), with the error of 0.003.decarboxylation coupling (R-R') product of hydroxyproline and n-acetyl cysteine(add H3O+), with the error of 0.001.decarboxylation coupling (R-R') product of arginine and fumaric acid(add Na+), with the error of 0.001.adduct of methionine with Cl radical(add K+), with the error of 0.002.reductive amination product of tyrosine and acetone(self), with the error of 0.005."
