Mass,Relative%,Description
206.063589,0.07%,"decarboxylation coupling (RCOOR') product of oxaloacetic acid and threonine(add H+); decarboxylation C-N coupling product of oxaloacetic acid and threonine(add H+), with the error of 0.0024. decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and oxaloacetic acid(add NH4+); decarboxylation C-N coupling product of alpha-ketoglutaric acid and serine(add H+); decarboxylation coupling (RCOOR') product of alpha-ketoglutaric acid and serine(add H+); decarboxylation coupling (RCOOR') product of alpha-ketoglutaric acid and pyruvic acid(add NH4+); reductive amination product of glycine and alpha-ketoglutaric acid(add H+); decarboxylation coupling (RCOOR') product of itaconic acid and malonic acid(add NH4+); adduct of dopamine with NO radical(add Na+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and oxaloacetic acid(add NH4+); decarboxylation C-N coupling product of fumaric acid and adenine(add H+), with the error of 0.0034."
247.108829,0.48%,"decarboxylation coupling (RCOOR') product of phenylalanine and serine(add Na+); reductive amination product of valine and alpha-ketoglutaric acid(self); decarboxylation C-N coupling product of serine and phenylalanine(add Na+); decarboxylation C-N coupling product of phenylalanine and serine(add Na+); reductive amination product of leucine and oxaloacetic acid(self), with the error of 0.0028. decarboxylation coupling (RCOOR') product of pyruvic acid and tryptophan(add H+); decarboxylation C-N coupling product of pyruvic acid and tryptophan(add H+); decarboxylation C-N coupling product of fumaric acid and serotonin(add H+); decarboxylation coupling (R-R') product of oxaloacetic acid and tryptophan(add H+), with the error of 0.0008.decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and 4-aminobenzoic acid(add H3O+); decarboxylation C-N coupling product of 4-aminobenzoic acid and 4-aminobenzoic acid(add H3O+), with the error of 0.0042."
239.112451,0.03%,"decarboxylation coupling (RCOOR') product of pyruvic acid and arginine(add Na+); decarboxylation coupling (R-R') product of oxaloacetic acid and arginine(add Na+); decarboxylation C-N coupling product of pyruvic acid and arginine(add Na+), with the error of 0.0005. reductive amination product of dopamine and alpha-ketobutyric acid(self); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and tryptophan(add Na+), with the error of 0.0035."
283.041365,0.05%,"decarboxylation coupling (RCOOR') product of pyruvic acid and cystine(add H+); decarboxylation C-N coupling product of pyruvic acid and cystine(add H+); decarboxylation coupling (R-R') product of oxaloacetic acid and cystine(add H+), with the error of 0.0006. "
283.046458,0.12%,"decarboxylation coupling (RCOOR') product of pyruvic acid and cystine(add H+); decarboxylation C-N coupling product of pyruvic acid and cystine(add H+); decarboxylation coupling (R-R') product of oxaloacetic acid and cystine(add H+), with the error of 0.0045. "
305.028761,0.09%,"decarboxylation coupling (RCOOR') product of pyruvic acid and cystine(add Na+); decarboxylation coupling (R-R') product of oxaloacetic acid and cystine(add Na+); decarboxylation C-N coupling product of pyruvic acid and cystine(add Na+), with the error of 0.0048. "
139.003135,0.28%,"decarboxylation coupling (RCOOR') product of pyruvic acid and glyoxylic acid(add Na+); decarboxylation coupling (R-R') product of oxaloacetic acid and glyoxylic acid(add Na+), with the error of 0.0031. fumaric acid(add Na+), with the error of 0.0021."
177.039819,0.03%,"decarboxylation coupling (RCOOR') product of pyruvic acid and malic acid(add H+); decarboxylation coupling (R-R') product of oxaloacetic acid and malic acid(add H+); decarboxylation coupling (RCOOR') product of oxaloacetic acid and 3-hydroxypropionic acid(add H+); ascorbic acid(add H+), with the error of 0.0002. adduct of alpha-ketoglutaric acid with CH3O radical(self); adduct of 4-aminobenzoic acid with OH radical(add Na+), with the error of 0.0012.decarboxylation coupling (RCOOR') product of pyruvic acid and fumaric acid(add H3O+); decarboxylation coupling (R-R') product of oxaloacetic acid and fumaric acid(add H3O+); decarboxylation coupling (RCOOR') product of glyoxylic acid and itaconic acid(add H3O+), with the error of 0.0042."
225.127688,0.06%,"decarboxylation coupling (RCOOR') product of pyruvic acid and phenylalanine(add NH4+); decarboxylation coupling (R-R') product of oxaloacetic acid and phenylalanine(add NH4+); decarboxylation C-N coupling product of serine and phenylalanine(add H+); decarboxylation C-N coupling product of phenylalanine and serine(add H+); decarboxylation coupling (R-R') product of fumaric acid and tyrosine(add NH4+); decarboxylation C-N coupling product of pyruvic acid and phenylalanine(add NH4+); decarboxylation coupling (RCOOR') product of phenylalanine and serine(add H+), with the error of 0.0037. decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and proline(add H3O+); decarboxylation C-N coupling product of proline and 4-aminobenzoic acid(add H3O+), with the error of 0.0003.decarboxylation coupling (R-R') product of glutamine and glutamine(add Na+); decarboxylation coupling (RCOOR') product of cysteine and leucine(add H3O+); decarboxylation C-N coupling product of cysteine and leucine(add H3O+); decarboxylation C-N coupling product of leucine and cysteine(add H3O+), with the error of 0.0043."
158.08164,0.13%,"decarboxylation coupling (RCOOR') product of pyruvic acid and proline(add H+); decarboxylation coupling (R-R') product of fumaric acid and hydroxyproline(add H+); decarboxylation coupling (R-R') product of oxaloacetic acid and proline(add H+), with the error of 0.0006. "
153.016214,0.50%,"decarboxylation coupling (RCOOR') product of pyruvic acid and pyruvic acid(add Na+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and glyoxylic acid(add Na+); decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and glyoxylic acid(add Na+); decarboxylation coupling (R-R') product of fumaric acid and malonic acid(add Na+); decarboxylation coupling (R-R') product of oxaloacetic acid and pyruvic acid(add Na+), with the error of 0.0002. itaconic acid(add Na+), with the error of 0.0008."
179.107477,0.10%,"decarboxylation coupling (RCOOR') product of serine and threonine(add H+); decarboxylation coupling (R-R') product of oxaloacetic acid and threonine(add NH4+); decarboxylation coupling (RCOOR') product of pyruvic acid and threonine(add NH4+); decarboxylation C-N coupling product of threonine and serine(add H+); decarboxylation C-N coupling product of pyruvic acid and threonine(add NH4+); decarboxylation C-N coupling product of serine and threonine(add H+), with the error of 0.0045. reductive amination product of glycine and alpha-ketobutyric acid(add NH4+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and serine(add NH4+); decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and serine(add NH4+); decarboxylation C-N coupling product of alpha-ketobutyric acid and serine(add NH4+), with the error of 0.0035.decarboxylation coupling (R-R') product of 4-aminobenzoic acid and asparagine(self); decarboxylation C-N coupling product of phenylalanine and urea(self), with the error of 0.0025.decarboxylation C-N coupling product of hydroxyproline and glycine(add H3O+); decarboxylation coupling (RCOOR') product of ornithine and glyoxylic acid(add H3O+); decarboxylation coupling (R-R') product of glutamine and malonic acid(add H3O+); decarboxylation C-N coupling product of glyoxylic acid and ornithine(add H3O+); decarboxylation coupling (RCOOR') product of glycine and hydroxyproline(add H3O+), with the error of 0.0005.adduct of serine with Cl radical(add K+), with the error of 0.0025."
252.146608,0.03%,"decarboxylation coupling (RCOOR') product of tyrosine and valine(self); decarboxylation C-N coupling product of tyrosine and valine(self); decarboxylation coupling (R-R') product of proline and tryptophan(add Na+); decarboxylation C-N coupling product of valine and tyrosine(self), with the error of 0.0004. decarboxylation C-N coupling product of 4-pentenoic acid and galactosamine(add H3O+); decarboxylation C-N coupling product of 4-pentenoic acid and glucosamine(add H3O+), with the error of 0.0014.decarboxylation coupling (R-R') product of 4-aminobenzoic acid and tryptophan(add H+), with the error of 0.0034."
282.286097,0.02%,"decarboxylation coupling (R-R') product of 3-hydroxypalmitic acid and 4-pentenoic acid(self), with the error of 0.0049. "
316.286338,0.41%,"decarboxylation coupling (R-R') product of 3-hydroxypalmitic acid and fumaric acid(add NH4+); sphingosine add 1 oxygen(add H+); adduct of sphingosine with OH radical(self), with the error of 0.0013. oleic acid add 1 oxygen(add NH4+); elaidic acid add 1 oxygen(add NH4+), with the error of 0.0003."
301.293913,0.43%,"decarboxylation coupling (R-R') product of 3-hydroxypalmitic acid and threonine(self), with the error of 0.0031. sphingosine de-NH2 product(add NH4+), with the error of 0.0041."
113.057189,0.04%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and 3-hydroxypropionic acid(add Na+), with the error of 0.0008. cytosine de-NH2 product(add NH4+), with the error of 0.0018."
113.060018,0.14%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and 3-hydroxypropionic acid(add Na+), with the error of 0.002. cytosine de-NH2 product(add NH4+), with the error of 0.001."
113.054104,2.22%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and 3-hydroxypropionic acid(add Na+), with the error of 0.0039. cytosine de-NH2 product(add NH4+), with the error of 0.0049."
155.079406,0.11%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and asparagine(add Na+), with the error of 0.0004. ornithine(add Na+), with the error of 0.0006.4-aminobenzoic acid(add NH4+), with the error of 0.0036.adduct of threonine with OH radical(add H3O+), with the error of 0.0046."
144.048287,3.32%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and cysteine(add Na+), with the error of 0.0023. decarboxylation C-N coupling product of itaconic acid and urea(self), with the error of 0.0047."
326.14477,0.05%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and glutathione(add H3O+), with the error of 0.0018. decarboxylation C-N coupling product of pyruvic acid and thiamine(add H3O+), with the error of 0.0002.reductive amination product of guanosine and acetone(add H+), with the error of 0.0022.decarboxylation coupling (R-R') product of pyruvic acid and n-acetyl neuraminic acid(add H3O+), with the error of 0.0042."
155.107086,0.14%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and histidine(self), with the error of 0.0021. decarboxylation coupling (RCOOR') product of 4-pentenoic acid and 4-pentenoic acid(add H+); decarboxylation C-N coupling product of 3-hydroxypropionic acid and histamine(self), with the error of 0.0011.decarboxylation coupling (R-R') product of oxaloacetic acid and glyoxylic acid(add K+); decarboxylation coupling (RCOOR') product of pyruvic acid and glyoxylic acid(add K+), with the error of 0.0009.fumaric acid(add K+), with the error of 0.0019."
154.0866,7.90%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and hydroxyproline(add Na+); decarboxylation coupling (R-R') product of malonic acid and valine(add Na+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and threonine(add Na+), with the error of 0.0026. leucine(add Na+), with the error of 0.0016.dopamine(add H+), with the error of 0.0004.cytosine add CH3CO+ (from CH3CN) product(self), with the error of 0.0014.decarboxylation coupling (R-R') product of 4-aminobenzoic acid and pyruvic acid(add H3O+), with the error of 0.0044."
169.15904,0.05%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and itaconic acid(add K+), with the error of 0.002. "
134.057964,0.21%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and malic acid(self); decarboxylation coupling (RCOOR') product of 3-hydroxypropionic acid and 3-hydroxypropionic acid(self), with the error of 0.0. adduct of alpha-ketobutyric acid with CH3O radical(add H+), with the error of 0.001."
123.074927,0.31%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and malonic acid(add H3O+), with the error of 0.0049. alpha-ketobutyric acid reductive hydrogenation product(add H3O+), with the error of 0.0039.serine(add NH4+); decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and 4-pentenoic acid(add Na+), with the error of 0.0031."
127.039365,0.42%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and malonic acid(add Na+), with the error of 0.0024. alpha-ketobutyric acid reductive hydrogenation product(add Na+), with the error of 0.0014."
